time,leaf1 input packet rate,leaf1 output packet rate,leaf2 input packet rate,leaf2 output packet rate,leaf3 input packet rate,leaf3 output packet rate,leaf4 input packet rate,leaf4 output packet rate,leaf5 input packet rate,leaf5 output packet rate,leaf6 input packet rate,leaf6 output packet rate,leaf7 input packet rate,leaf7 output packet rate,leaf8 input packet rate,leaf8 output packet rate,spine1 input packet rate,spine1 output packet rate,spine2 input packet rate,spine2 output packet rate,spine3 input packet rate,spine3 output packet rate,spine4 input packet rate,spine4 output packet rate
1501867483619000000,,,,,,,,,1380462.0,939498.0,,,,,,,,,,,,,,
1501867483622000000,,,,,,,,,526212.0,788687.0,,,,,,,,,,,,,,
1501867483624000000,,,,,,,,,789798.0,783037.0,,,,,,,,,,,,,,
1501867483626000000,,,,,,,,,718232.0,1107322.0,,,,,,,,,,,,,,
1501867483629000000,,,,,,,,,706410.0,733761.0,,,,,,,,,,,,,,
1501867483631000000,,,,,,,,,842704.0,1309804.0,,,,,,,,,,,,,,
1501867483633000000,,,,,,,,,708032.0,1242673.0,,,,,,,,,,,,,,
1501867483636000000,,,,,,,,,786039.0,1247700.0,,,,,,,,,,,,,,
1501867483638000000,,,,,,,,,474502.0,1188881.0,,,,,,,,,,,,,,
1501867483640000000,,,,,,,,,1018076.0,766417.0,,,,,,,,,,,,,,
1501867483643000000,,,,,,,,,930185.0,367257.0,,,,,,,,,,,,,,
1501867483645000000,,,,,,,,,453658.0,604809.0,,,,,,,,,,,,,,
1501867483647000000,,,,,,,,,447014.0,1050673.0,,,,,,,,,,,,,,
1501867483650000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867483652000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867483655000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867483657000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867483659000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867483661000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867483664000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867483666000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867483669000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867483671000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867483673000000,,,,,,,,,7420988.0,7470301.0,,,,,,,,,,,,,,
1501867483676000000,,,,,,,,,7645114.0,6993063.0,,,,,,,,,,,,,,
1501867483872000000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1501867483874000000,,,,,,,,,,,,,,,,,,,,,7.0,5.0,,
1501867483876000000,,,,,,,,,,,,,,,,,,,,,1200682.0,929055.0,,
1501867483879000000,,,,,,,,,,,,,,,,,,,,,967864.0,1068553.0,,
1501867483881000000,,,,,,,,,,,,,,,,,,,,,935841.0,1262436.0,,
1501867483883000000,,,,,,,,,,,,,,,,,,,,,753030.0,1401088.0,,
1501867483886000000,,,,,,,,,,,,,,,,,,,,,972534.0,969139.0,,
1501867483888000000,,,,,,,,,,,,,,,,,,,,,1435160.0,1169028.0,,
1501867483890000000,,,,,,,,,,,,,,,,,,,,,1313274.0,818924.0,,
1501867483893000000,,,,,,,,,,,,,,,,,,,,,855629.0,770185.0,,
1501867483895000000,,,,,,,,,,,,,,,,,,,,,1.0,899652.0,,
1501867483897000000,,,,,,,,,,,,,,,,,,,,,1.0,1078668.0,,
1501867483900000000,,,,,,,,,,,,,,,,,,,,,1.0,932155.0,,
1501867483902000000,,,,,,,,,,,,,,,,,,,,,1.0,1113061.0,,
1501867483904000000,,,,,,,,,,,,,,,,,,,,,556964.0,1272160.0,,
1501867483906000000,,,,,,,,,,,,,,,,,,,,,772933.0,598768.0,,
1501867483909000000,,,,,,,,,,,,,,,,,,,,,1133927.0,1183256.0,,
1501867483911000000,,,,,,,,,,,,,,,,,,,,,686898.0,844261.0,,
1501867483913000000,,,,,,,,,,,,,,,,,,,,,1317422.0,847208.0,,
1501867483916000000,,,,,,,,,,,,,,,,,,,,,1247106.0,707675.0,,
1501867483918000000,,,,,,,,,,,,,,,,,,,,,1243787.0,790955.0,,
1501867483920000000,,,,,,,,,,,,,,,,,,,,,1186745.0,473615.0,,
1501867483922000000,,,,,,,,,,,,,,,,,,,,,1158409.0,663666.0,,
1501867483925000000,,,,,,,,,,,,,,,,,,,,,939846.0,655007.0,,
1501867483927000000,,,,,,,,,,,,,,,,,,,,,845768.0,773600.0,,
1501867483929000000,,,,,,,,,,,,,,,,,,,,,1133835.0,834854.0,,
1501867483932000000,,,,,,,,,,,,,,,,,,,,,784318.0,652428.0,,
1501867483934000000,,,,,,,,,,,,,,,,,,,,,762056.0,578333.0,,
1501867483936000000,,,,,,,,,,,,,,,,,,,,,1223714.0,665162.0,,
1501867483939000000,,,,,,,,,,,,,,,,,,,,,1318409.0,550350.0,,
1501867483941000000,,,,,,,,,,,,,,,,,,,,,853249.0,718266.0,,
1501867483944000000,,,,,,,,,,,,,,,,,,,,,571104.0,1223047.0,,
1501867483946000000,,,,,,,,,,,,,,,,,,,,,1004754.0,448863.0,,
1501867483949000000,,,,,,,,,,,,,,,,,,,,,719494.0,1002704.0,,
1501867484009000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484012000000,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,
1501867484014000000,,,,,3462941.0,4292482.0,,,,,,,,,,,,,,,,,,
1501867484017000000,,,,,2863006.0,3071503.0,,,,,,,,,,,,,,,,,,
1501867484019000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484022000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484024000000,,,,,693346.0,7530022.0,,,,,,,,,,,,,,,,,,
1501867484027000000,,,,,590121.0,7105597.0,,,,,,,,,,,,,,,,,,
1501867484029000000,,,,,1264666.0,1.0,,,,,,,,,,,,,,,,,,
1501867484032000000,,,,,1055967.0,1.0,,,,,,,,,,,,,,,,,,
1501867484034000000,,,,,928779.0,1.0,,,,,,,,,,,,,,,,,,
1501867484036000000,,,,,1058082.0,1.0,,,,,,,,,,,,,,,,,,
1501867484038000000,,,,,894819.0,1.0,,,,,,,,,,,,,,,,,,
1501867484041000000,,,,,829376.0,1.0,,,,,,,,,,,,,,,,,,
1501867484043000000,,,,,899744.0,1.0,,,,,,,,,,,,,,,,,,
1501867484046000000,,,,,1078254.0,1.0,,,,,,,,,,,,,,,,,,
1501867484048000000,,,,,931944.0,1.0,,,,,,,,,,,,,,,,,,
1501867484050000000,,,,,1114200.0,1.0,,,,,,,,,,,,,,,,,,
1501867484053000000,,,,,1013964.0,1.0,,,,,,,,,,,,,,,,,,
1501867484055000000,,,,,1078971.0,1.0,,,,,,,,,,,,,,,,,,
1501867484057000000,,,,,993784.0,1.0,,,,,,,,,,,,,,,,,,
1501867484060000000,,,,,1145213.0,1.0,,,,,,,,,,,,,,,,,,
1501867484062000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484064000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484067000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484069000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484071000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484074000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484076000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484078000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484080000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484083000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484085000000,,,,,8309569.0,8206052.0,,,,,,,,,,,,,,,,,,
1501867484087000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867484442000000,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1501867484444000000,,,,,,,,,,,,,,,,,7.0,5.0,,,,,,
1501867484446000000,,,,,,,,,,,,,,,,,1094516.0,638303.0,,,,,,
1501867484449000000,,,,,,,,,,,,,,,,,988600.0,597172.0,,,,,,
1501867484451000000,,,,,,,,,,,,,,,,,851151.0,1230858.0,,,,,,
1501867484454000000,,,,,,,,,,,,,,,,,1101058.0,946322.0,,,,,,
1501867484456000000,,,,,,,,,,,,,,,,,689519.0,846905.0,,,,,,
1501867484459000000,,,,,,,,,,,,,,,,,857349.0,1076120.0,,,,,,
1501867484461000000,,,,,,,,,,,,,,,,,1196910.0,1071472.0,,,,,,
1501867484464000000,,,,,,,,,,,,,,,,,386946.0,1481357.0,,,,,,
1501867484466000000,,,,,,,,,,,,,,,,,7528852.0,692256.0,,,,,,
1501867484469000000,,,,,,,,,,,,,,,,,7097636.0,589157.0,,,,,,
1501867484471000000,,,,,,,,,,,,,,,,,1.0,1266217.0,,,,,,
1501867484473000000,,,,,,,,,,,,,,,,,1.0,1055567.0,,,,,,
1501867484476000000,,,,,,,,,,,,,,,,,754512.0,951753.0,,,,,,
1501867484478000000,,,,,,,,,,,,,,,,,928114.0,701479.0,,,,,,
1501867484480000000,,,,,,,,,,,,,,,,,988395.0,618824.0,,,,,,
1501867484483000000,,,,,,,,,,,,,,,,,756898.0,831811.0,,,,,,
1501867484485000000,,,,,,,,,,,,,,,,,994770.0,1955712.0,,,,,,
1501867484487000000,,,,,,,,,,,,,,,,,1192066.0,1427299.0,,,,,,
1501867484490000000,,,,,,,,,,,,,,,,,750732.0,1308504.0,,,,,,
1501867484492000000,,,,,,,,,,,,,,,,,942803.0,1372298.0,,,,,,
1501867484494000000,,,,,,,,,,,,,,,,,597518.0,1409705.0,,,,,,
1501867484496000000,,,,,,,,,,,,,,,,,771033.0,904850.0,,,,,,
1501867484499000000,,,,,,,,,,,,,,,,,934859.0,1518626.0,,,,,,
1501867484501000000,,,,,,,,,,,,,,,,,754759.0,927344.0,,,,,,
1501867484503000000,,,,,,,,,,,,,,,,,1001691.0,2208329.0,,,,,,
1501867484506000000,,,,,,,,,,,,,,,,,973722.0,2466968.0,,,,,,
1501867484508000000,,,,,,,,,,,,,,,,,989795.0,2282349.0,,,,,,
1501867484510000000,,,,,,,,,,,,,,,,,770394.0,1446204.0,,,,,,
1501867484513000000,,,,,,,,,,,,,,,,,1149119.0,1077029.0,,,,,,
1501867484515000000,,,,,,,,,,,,,,,,,1113193.0,1733667.0,,,,,,
1501867484517000000,,,,,,,,,,,,,,,,,976117.0,1661992.0,,,,,,
1501867484520000000,,,,,,,,,,,,,,,,,682622.0,1519074.0,,,,,,
1501867485077000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485080000000,,,,,,,,,,,,,6.0,5.0,,,,,,,,,,
1501867485082000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485084000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485087000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485089000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485091000000,,,,,,,,,,,,,2212866.0,1001226.0,,,,,,,,,,
1501867485093000000,,,,,,,,,,,,,2470100.0,970043.0,,,,,,,,,,
1501867485096000000,,,,,,,,,,,,,2280595.0,989469.0,,,,,,,,,,
1501867485098000000,,,,,,,,,,,,,1445276.0,771058.0,,,,,,,,,,
1501867485100000000,,,,,,,,,,,,,1169795.0,898577.0,,,,,,,,,,
1501867485103000000,,,,,,,,,,,,,800374.0,790133.0,,,,,,,,,,
1501867485105000000,,,,,,,,,,,,,599699.0,595405.0,,,,,,,,,,
1501867485107000000,,,,,,,,,,,,,938735.0,988372.0,,,,,,,,,,
1501867485110000000,,,,,,,,,,,,,654086.0,782582.0,,,,,,,,,,
1501867485112000000,,,,,,,,,,,,,575825.0,762539.0,,,,,,,,,,
1501867485115000000,,,,,,,,,,,,,667307.0,1221366.0,,,,,,,,,,
1501867485117000000,,,,,,,,,,,,,551456.0,1311487.0,,,,,,,,,,
1501867485120000000,,,,,,,,,,,,,344262.0,1206286.0,,,,,,,,,,
1501867485122000000,,,,,,,,,,,,,463369.0,1231661.0,,,,,,,,,,
1501867485124000000,,,,,,,,,,,,,486380.0,784897.0,,,,,,,,,,
1501867485127000000,,,,,,,,,,,,,857279.0,1024535.0,,,,,,,,,,
1501867485129000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485131000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485134000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485136000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485139000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485141000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485144000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485146000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485148000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485150000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485151000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867485152000000,,,,,,,,,,,6.0,5.0,,,,,,,,,,,,
1501867485153000000,,,,,,,,,,,,,7895087.0,8195934.0,,,,,,,,,,
1501867485155000000,,,,,,,,,,,0.0,0.0,7435303.0,8321360.0,,,,,,,,,,
1501867485158000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485160000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485163000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485165000000,,,,,,,,,,,1408092.0,595294.0,,,,,,,,,,,,
1501867485167000000,,,,,,,,,,,908833.0,772859.0,,,,,,,,,,,,
1501867485170000000,,,,,,,,,,,1517495.0,937210.0,,,,,,,,,,,,
1501867485172000000,,,,,,,,,,,923697.0,752692.0,,,,,,,,,,,,
1501867485175000000,,,,,,,,,,,523774.0,1266889.0,,,,,,,,,,,,
1501867485177000000,,,,,,,,,,,840104.0,778151.0,,,,,,,,,,,,
1501867485180000000,,,,,,,,,,,643710.0,1290405.0,,,,,,,,,,,,
1501867485182000000,,,,,,,,,,,674029.0,1068927.0,,,,,,,,,,,,
1501867485185000000,,,,,,,,,,,672503.0,1164843.0,,,,,,,,,,,,
1501867485187000000,,,,,,,,,,,657386.0,936121.0,,,,,,,,,,,,
1501867485189000000,,,,,,,,,,,774119.0,850523.0,,,,,,,,,,,,
1501867485192000000,,,,,,,,,,,837537.0,1128970.0,,,,,,,,,,,,
1501867485195000000,,,,,,,,,,,380167.0,1098496.0,,,,,,,,,,,,
1501867485198000000,,,,,,,,,,,700519.0,1017778.0,,,,,,,,,,,,
1501867485200000000,,,,,,,,,,,449384.0,1282835.0,,,,,,,,,,,,
1501867485203000000,,,,,,,,,,,559240.0,752621.0,,,,,,,,,,,,
1501867485206000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485208000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485211000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485213000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485216000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485219000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485221000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485223000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485227000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485229000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867485232000000,,,,,,,,,,,7881287.0,6341103.0,,,,,,,,,,,,
1501867485234000000,,,,,,,,,,,7780433.0,6103888.0,,,,,,,,,,,,
1501867485601000000,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1501867485604000000,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0
1501867485606000000,,,,,,,,,,,,,,,,,,,,,,,1057500.0,779209.0
1501867485609000000,,,,,,,,,,,,,,,,,,,,,,,952425.0,829362.0
1501867485611000000,,,,,,,,,,,,,,,,,,,,,,,1016184.0,1368742.0
1501867485614000000,,,,,,,,,,,,,,,,,,,,,,,882037.0,1066306.0
1501867485616000000,,,,,,,,,,,,,,,,,,,,,,,1279484.0,1038790.0
1501867485619000000,,,,,,,,,,,,,,,,,,,,,,,907505.0,865216.0
1501867485621000000,,,,,,,,,,,,,,,,,,,,,,,545258.0,603209.0
1501867485624000000,,,,,,,,,,,,,,,,,,,,,,,1183129.0,982085.0
1501867485626000000,,,,,,,,,,,,,,,,,,,,,,,1.0,1011199.0
1501867485628000000,,,,,,,,,,,,,,,,,,,,,,,1.0,1083303.0
1501867485631000000,,,,,,,,,,,,,,,,,,,,,,,1.0,997518.0
1501867485633000000,,,,,,,,,,,,,,,,,,,,,,,1.0,1143464.0
1501867485635000000,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1501867485637000000,,,,,,,,,,,,,,,,,,,,,,,906195.0,1357818.0
1501867485640000000,,,,,,,,,,,,,,,,,,,,,,,1074118.0,1083303.0
1501867485642000000,,,,,,,,,,,,,,,,,,,,,,,585863.0,516411.0
1501867485644000000,,,,,,,,,,,,,,,,,,,,,,,768258.0,1018790.0
1501867485647000000,,,,,,,,,,,,,,,,,,,,,,,368308.0,930554.0
1501867485649000000,,,,,,,,,,,,,,,,,,,,,,,604547.0,453271.0
1501867485651000000,,,,,,,,,,,,,,,,,,,,,,,1049870.0,445668.0
1501867485654000000,,,,,,,,,,,,,,,,,,,,,,,1095922.0,379749.0
1501867485656000000,,,,,,,,,,,,,,,,,,,,,,,1019127.0,700834.0
1501867485658000000,,,,,,,,,,,,,,,,,,,,,,,1283741.0,449519.0
1501867485661000000,,,,,,,,,,,,,,,,,,,,,,,752433.0,559386.0
1501867485663000000,,,,,,,,,,,,,,,,,,,,,,,1204346.0,344014.0
1501867485664000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485665000000,,,,,,,,,,,,,,,,,,,,,,,1233094.0,464308.0
1501867485666000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485667000000,,,,,,,,,,,,,,,,,,,,,,,788820.0,486484.0
1501867485668000000,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,
1501867485670000000,,,,,,,,,,,,,,,,,,,,,,,1023808.0,856871.0
1501867485671000000,,,3796488.0,4092398.0,,,,,,,,,,,,,,,,,,,,
1501867485672000000,,,,,,,,,,,,,,,,,,,,,,,1515798.0,1074589.0
1501867485673000000,,,3862899.0,3347483.0,,,,,,,,,,,,,,,,,,,,
1501867485674000000,,,,,,,,,,,,,,,,,,,,,,,1005930.0,660291.0
1501867485675000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485677000000,,,,,,,,,,,,,,,,,,,,,,,582867.0,807377.0
1501867485678000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485680000000,,,843475.0,690512.0,,,,,,,,,,,,,,,,,,,,
1501867485682000000,,,1081692.0,854366.0,,,,,,,,,,,,,,,,,,,,
1501867485685000000,,,1076480.0,1196924.0,,,,,,,,,,,,,,,,,,,,
1501867485687000000,,,1477716.0,385348.0,,,,,,,,,,,,,,,,,,,428994.0,758424.0
1501867485690000000,,,747413.0,959100.0,,,,,,,,,,,,,,,,,,,,
1501867485692000000,,,1058583.0,1265859.0,,,,,,,,,,,,,,,,,,,,
1501867485694000000,,,1120890.0,848943.0,,,,,,,,,,,,,,,,,,,,
1501867485697000000,,,971312.0,1345932.0,,,,,,,,,,,,,,,,,,,,
1501867485699000000,,,977325.0,971019.0,,,,,,,,,,,,,,,,,,,,
1501867485702000000,,,1163945.0,1428492.0,,,,,,,,,,,,,,,,,,,,
1501867485704000000,,,818563.0,1309132.0,,,,,,,,,,,,,,,,,,,,
1501867485706000000,,,768556.0,849695.0,,,,,,,,,,,,,,,,,,,,
1501867485709000000,,,1038951.0,1279575.0,,,,,,,,,,,,,,,,,,,,
1501867485711000000,,,864947.0,907803.0,,,,,,,,,,,,,,,,,,,,
1501867485713000000,,,603207.0,546449.0,,,,,,,,,,,,,,,,,,,,
1501867485716000000,,,981479.0,1181431.0,,,,,,,,,,,,,,,,,,,,
1501867485718000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485721000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485723000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485725000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485728000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485730000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485732000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485735000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485737000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485739000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867485742000000,,,8361426.0,8152798.0,,,,,,,,,,,,,,,,,,,,
1501867485744000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867486532000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486534000000,,,,,,,,,,,,,,,6.0,5.0,,,,,,,,
1501867486537000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486539000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486541000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486544000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486546000000,,,,,,,,,,,,,,,1078787.0,1153346.0,,,,,,,,
1501867486549000000,,,,,,,,,,,,,,,1740941.0,1116023.0,,,,,,,,
1501867486552000000,,,,,,,,,,,,,,,1666167.0,975103.0,,,,,,,,
1501867486555000000,,,,,,,,,,,,,,,1531498.0,681051.0,,,,,,,,
1501867486557000000,,,,,,,,,,,,,,,866287.0,572250.0,,,,,,,,
1501867486560000000,,,,,,,,,,,,,,,517576.0,706928.0,,,,,,,,
1501867486563000000,,,,,,,,,,,,,,,847327.0,1201265.0,,,,,,,,
1501867486565000000,,,,,,,,,,,,,,,859954.0,1177443.0,,,,,,,,
1501867486568000000,,,,,,,,,,,,,,,717810.0,854139.0,,,,,,,,
1501867486571000000,,,,,,,,,,,,,,,1201823.0,570239.0,,,,,,,,
1501867486573000000,,,,,,,,,,,,,,,449963.0,1004751.0,,,,,,,,
1501867486576000000,,,,,,,,,,,,,,,1004364.0,725888.0,,,,,,,,
1501867486578000000,,,,,,,,,,,,,,,1074384.0,1508066.0,,,,,,,,
1501867486580000000,,,,,,,,,,,,,,,658622.0,1004241.0,,,,,,,,
1501867486583000000,,,,,,,,,,,,,,,803235.0,582246.0,,,,,,,,
1501867486585000000,,,,,,,,,,,,,,,758083.0,430048.0,,,,,,,,
1501867486587000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486590000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486592000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486594000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486597000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486599000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486601000000,,,,,,,,,,,,,,,341.0,2757.0,,,,,,,,
1501867486603000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486606000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486608000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867486613000000,,,,,,,,,,,,,,,6513925.0,8102549.0,,,,,,,,
1501867486615000000,,,,,,,,,,,,,,,7750793.0,7676306.0,,,,,,,,
1501867486979000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867486982000000,,,,,,,7.0,5.0,,,,,,,,,,,,,,,,
1501867486984000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867486986000000,,,,,,,4303524.0,6579291.0,,,,,,,,,,,,,,,,
1501867486989000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867486991000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867486994000000,,,,,,,936543.0,753495.0,,,,,,,,,,,,,,,,
1501867486996000000,,,,,,,693969.0,933254.0,,,,,,,,,,,,,,,,
1501867486998000000,,,,,,,612257.0,972253.0,,,,,,,,,,,,,,,,
1501867487000000000,,,,,,,829235.0,750720.0,,,,,,,,,,,,,,,,
1501867487003000000,,,,,,,1072962.0,692285.0,,,,,,,,,,,,,,,,
1501867487005000000,,,,,,,1379331.0,1014276.0,,,,,,,,,,,,,,,,
1501867487007000000,,,,,,,827090.0,861885.0,,,,,,,,,,,,,,,,
1501867487010000000,,,,,,,957096.0,938800.0,,,,,,,,,,,,,,,,
1501867487012000000,,,,,,,1266420.0,562461.0,,,,,,,,,,,,,,,,
1501867487014000000,,,,,,,604392.0,769738.0,,,,,,,,,,,,,,,,
1501867487016000000,,,,,,,1171390.0,1132336.0,,,,,,,,,,,,,,,,
1501867487019000000,,,,,,,841706.0,683828.0,,,,,,,,,,,,,,,,
1501867487021000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867487023000000,,,,,,,1347525.0,902626.0,,,,,,,,,,,,,,,,
1501867487026000000,,,,,,,1084455.0,1064811.0,,,,,,,,,,,,,,,,
1501867487028000000,,,,,,,509946.0,582077.0,,,,,,,,,,,,,,,,
1501867487030000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867487033000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867487035000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867487037000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867487040000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867487050000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867487053000000,,,,,,,1.0,1315.0,,,,,,,,,,,,,,,,
1501867487055000000,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1501867487057000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867487060000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867487062000000,,,,,,,8313594.0,7556546.0,,,,,,,,,,,,,,,,
1501867487064000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867487437000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867487439000000,9.0,15.0,,,,,,,,,,,,,,,,,,,,,,
1501867487442000000,3981463.0,3033823.0,,,,,,,,,,,,,,,,,,,,,,
1501867487444000000,3506722.0,3943778.0,,,,,,,,,,,,,,,,,,,,,,
1501867487446000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867487449000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867487451000000,637612.0,1094718.0,,,,,,,,,,,,,,,,,,,,,,
1501867487458000000,597103.0,991417.0,,,,,,,,,,,,,,,,,,,,,,
1501867487459000000,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
1501867487460000000,1239376.0,852856.0,,,,,,,,,,,,,,,,,,,,,,
1501867487461000000,,,,,,,,,,,,,,,,,,,7.0,5.0,,,,
1501867487463000000,948182.0,1109869.0,,,,,,,,,,,,,,,,,,,,,,
1501867487464000000,,,,,,,,,,,,,,,,,,,1035151.0,604371.0,,,,
1501867487466000000,,,,,,,,,,,,,,,,,,,736537.0,282782.0,,,,
